bank_name,address,city,state,phone,latitude,longitude
Rajarajeshwari Medical College Hospital Blood Bank,"5th Cross, Mysore Road, New Guddadahalli, 560074",Bengaluru,Karnataka,080 65666768,12.896508,77.46166
S.S.S.I.H.M.S. Blood Bank,"Prasanthigram, Puttaparthy, Ananthapuramu, 515134",Puttaparthy,Andhra Pradesh,08555 287900,14.151889,77.77685
St. John&#39;s Medical College Blood Bank,"Sarjapur Road, Bengaluru",Bengaluru,Karnataka,080 22065045,12.929482,77.620182
Indian Red Cross Society Blood Bank,"Government General Hospital Blood Bank, Hindupur, Ananthapur, 515201",Hindupur,Andhra Pradesh,08556 225900,13.832533,77.492214
Bangalore Lions Service Trust - Lions Blood Bank,"Bhagwan Mahaveer Jain Hospital, Millers Road, Vasantha Nagar, 560052",Bengaluru,Karnataka,080 22266807,12.989645,77.592754
Ashok Blood Bank and Clinical Laboratory,"No. 63A, Sengodipuram Road IInd Floor, Dharmapuri, 636702",Dharmapuri,Tamil Nadu,0434 2260627,12.132581,78.161182
Mallya Hospital Blood Bank,"No.2, Vittal Mallya Road, 560001",Bengaluru,Karnataka,080 22277979,12.968063,77.595068
M/s PESIMSR Blood Bank.,"PES Institute of medical sciences premises, Kuppam, 517425",Kuppam,Andhra Pradesh,08570 256737,12.791223,78.363897
General Hospital Robertson Peth Blood Bank,"Kolar Gold Field (K. G. F), 563122",Kolar,Karnataka,08253 271041,12.953386,78.271285
Government Hospital Blood Bank,"Government Hospital, Vaniyambadi, 635751",Vaniyambadi,Tamil Nadu,04174 225700,12.676583,78.615933
S. K. Voluntary Blood Bank,"14/1,I Floor, MESA Complex, Old Tolgate Bus Stop, 
Magadi Main Road, 560023",Bengaluru,Karnataka,080 23103524,12.974445,77.549288
Rashtrotthana Blood Bank,"93/2 Keshava Shilpa 1st Mn Road, Kempegowda Nagar, 560019",Bengaluru,Karnataka,080 26610916,12.954814,77.565362
Sagar Hospital Blood Bank,"44/54, 30th Cross, Tilak Nagar, Jayangar Extension, 560041",Bengaluru,Karnataka,080 26536712,12.928003,77.599598
Bengaluru Blood Bank and Diagnostic Laboratory,"Between 6th and 7th Cross, Opposite R.R.Gold Palace, Sampige Road,Malleshwaram, 500003",Bengaluru,Karnataka,080 23347714,12.998074,77.571614
Government Hospital Blood Bank,"SH 17, Denkanikotta Road, Hosur,, 635109",Hosur,Tamil Nadu,04344 222635,12.72911,77.825456
R. L. Jalappa Hospital and Research Centre Blood Bank,"NH-4,Tamaka, 563101",Kolar,Karnataka,9480849818,13.131674,78.173061
Indian Medical Association Blood Bank,"3.9.58, Old Government  Hospital Compound, Beron Quilla, 584101",Raichur,Karnataka,08532 226608,12.960041,77.57296
Manipal Hospital Transfusion Services Blood Bank,"No.98, Rustombagh, HAL Airport Road, 560017",Bengaluru,Karnataka,080 25024357,12.958758,77.6491
Hosmat Hospital Unit of Phisicare Services Private Limited Blood Bank,"No.45, Magrath Road, Off. Richmond Road, 560023",Bengaluru,Karnataka,080 25593796,12.969035,77.61346
M/s. Aster CMI Hospital Blood Bank,"43/2, Bellary Rd,NH-4,Sahakar Nagar, Hebbal, 560092",Bangalore,Karnataka,080 43420213,13.054677,77.592504
M/s. East Point Hospital Blood Bank Virgonagar,"East Point college of Medical Sciences&Hospital, Janana Prabha Campus, Bidarahalli, 560049",Bangalore,Karnataka,080 25136246,13.053662,77.717912
A.P. Vaidyavidhanaparishad Area Hospital - IRCS Blood Bank,"Ground Floor, Muddanuru Road, Pulivendula, 516390",Pulivendula,Andhra Pradesh,9440978262,14.422232,78.226339
Marian Medical Centre Blood Bank,"Arunapuram, 686574",Palai,Kerala,0482 2215519,9.706013,76.662387
Bowring and Lady Curzon Hospitals Blood Bank,"Shivaji Nagar, Bengaluru, 560051",Bengaluru,Karnataka,080 25591362,12.982165,77.604276
Columbia Asia Referral Hospital Blood Bank,"26/4, Brigade Gateway, Beside Metro Cash and Carry West West, Malleshwaram,, 560055",Bengaluru,Karnataka,080 39898968,13.014167,77.556035
Indian Red Cross Society - Karnataka Red Cross Blood Bank,"Red Cross Bhavan, 326, Ist Floor, Race Course Road, Bengaluru, 560001",Bengaluru,Karnataka,080 22268435,12.984218,77.578831
Mediscope Blood Bank,"Mediscope Hospital, No.11, Pillanna Garden, 3rd stage, 560045",Bengaluru,Karnataka,080 25466554,12.999478,77.616872
Unique Blood Bank & Diagnostic Centre,"1st floor,S.L.N.Complex, City Market Square, 560002",Bangalore,Karnataka,080 2600685,12.965837,77.576262
Kidwai Memorial Institute of Oncology Blood Bank,"Dr. M.H.Marigowda  Road, 560029",Bengaluru,Karnataka,080 26094082,12.93759,77.598537
Bangalore Institute of Oncology Blood Bank,"No. 8, P. Kalinga Rao Road, Sampangiram Nagar, 560027",Bengaluru,Karnataka,080 40206121,12.964273,77.589629
Apollo Hospitals (Imperial Cancer Hospital and Research Centre) Blood Bank,"Apollo Hospitals a unit of Imperial Cancer Hospital and Research Centre Limited, 154/11, Opp.I.I.M Bannerghatta Road, 560076",Bengaluru,Karnataka,080 26304050 / 51,12.89643,77.598015
Navarang Blood Bank,"No.2953, Ist Floor, Near Navarang Circle, M.K.K.Road, 
Rajaji Nagar,, 560010",Bengaluru,Karnataka,080 23521233,12.9982,77.551623
Sri Sathya Sai Institute of Higher Medical Sciences Blood Bank,"EPIP Area, Whitefield, 560066",Bengaluru,Karnataka,"080 28411500, 080 28004600",12.981135,77.729224
Arogya Blood Bank (A Unit of Arogya Seva Hospitals Private Limited),"35 Opposite CSI church , Denkanikottai road,
New Temple Land Hudco, Shanthi Nagar East, Hosur, 635109",Hosur,Tamil Nadu,04344 225555,12.728397,77.824389
The Oxford Medical College Hospital Blood Bank and Research Centre,"Yadavanahalli, Attibele (Hobli), Anekal Taluk, 562107",Bengaluru,Karnataka,8030847115,12.787186,77.756942
BGS Global Hospitals Blood Bank,"No. 67, Uttarahalli Road, 560060",Kengeri,Karnataka,080 26255555,12.911276,77.486216
Om Sakthi Blood Bank,"No 4 Sengodipuram, Dharmapuri, 636701",Dharmapuri,Tamil Nadu,"04342 260388, 04342 261388",12.132676,78.161652
Veerayoga Institute of Medical Sciences Speciality Hospitals Blood Bank,"VIMS, No. 88, Marathhalli, Outer Ring Road, 560037",Bengaluru,Karnataka,080 4269800,12.948331,77.699554
Vydehi Institute of Medical Science Hospital Blood Bank,"EPIP AREA, 06 WHITE FIELD, 560066",Bengaluru,Karnataka,080 28410874,12.975378,77.72927
Ocean Blood Bank,"No. 133-134, K. P. Broadway Road, Shivajinagar, 560051",Bengaluru,Karnataka,080 25552199,12.982018,77.604484
Sri Jayadeva Institute of Cardiology Blood Bank,"Gurappanapaly Post, Banneraghatta Road, 560069",Bengaluru,Karnataka,080 22977213,12.917957,77.599329
Saint Philomena Blood Bank,"No.1, Nilsandra Road, 560047",Bengaluru,Karnataka,080 40164348,12.965428,77.610476
Victoria Hospital Blood Bank,"Fort Road, Bengaluru, 560002",Bengaluru,Karnataka,080 26700001,12.963399,77.573818
Sanjaya Gandhi Accident Hospital and Research Institute Blood Bank,"Jayanagar East, Byrasandra, 560011",Bengaluru,Karnataka,080 26564516,12.935769,77.593859
Government Head Quarters Hospital Blood Bank,"Gandhi Road, Old pet, Krishnagiri, 635001",Krishnagiri,Tamil Nadu,04343 238880,12.524837,78.220022
E.S.I.Hospital Blood Bank,"Rajajinagar, 560010",Bengaluru,Karnataka,080 23013808,12.990775,77.553498
Sagar Hospital Blood Bank,"Sy. No.53, Shavige Malleshwara Hills, Kumar Swamy Layout, Banashankari, 560078",Bengaluru,Karnataka,080 42999177,12.907709,77.565114
Life Care Voluntary Blood Bank,"No.126, 7th Block, Jayanagar, Opposite to Jayanagar Police Station, 560011",Bengaluru,Karnataka,080 22446923,12.92837,77.581654
Fortis Hospital Private Limited Blood Bank,"Bannerghatta Road, 560076",Bengaluru,Karnataka,080 66214055,12.89453,77.598902
Rural Development Trust Hospital Blood Bank,"Kadiri Road, Bathalapalli, Ananthapur, 515661",Bathalapalli,Andhra Pradesh,08559 244259,14.652907,77.618826
Vijayanagar Hospital Blood Bank,"No. 27, 17th Cross, M.C. Layout, Vijayanagar, 560040",Bengaluru,Karnataka,080 23358800,12.969227,77.536519
Grace Blood Bank and Laboratory,"2, 10th Cross, Ganganagar, Bengaluru, 560032",Bengaluru,Karnataka,080 23431233,13.026155,77.588859
Rotary K. R. Hospital Blood Bank,"No. 75, Hanumanthanagar, 50 Feet Road, Bengaluru, 560050",Bengaluru,Karnataka,080 28437393,12.941937,77.553588
M. S. Ramaiah Medical Teaching Hospital Blood Bank,"Gokul Extension, 560054",Bengaluru,Karnataka,080 22183100,13.030487,77.566648
Saint Martha&#39;s Hospital Blood Bank,"Nrupatunga Road, 560001",Bengaluru,Karnataka,080 40128243,12.970679,77.586085
SHUSHRUTHA VOLUNTARY BLOOD BANK,"The Blood Bank Medical officer
Sushrutha Voluntary Blood Bank,
No:875,Modi Hospital Road,  Near Pristine Hospital",Bangalore,Karnataka,080 23230777,12.9978842,77.5411603
Kovai Medical Centre and Hospital Blood Bank,"3209 Avinashi Road, Sitra, Coimbatore, 641014",Coimbatore,Tamil Nadu,0422 4323800,11.042085,77.040324
M/s. Sri Siddartha Medical College Hospital Blood Bank,"Sri Siddhartha Medical College & Hospital, T.Begur, Nelamangala Tq, 562123",Bangalore,Karnataka,9901669103,13.160791,77.323405
Ramakrishna Hospital Blood Bank,"No. 395 Sarojini Naidu Road , New Siddhapudur, Coimbatore, 641044",Coimbatore,Tamil Nadu,0422 450 0000,11.023686,76.976713
Shanthi Social Services Medical Centre Blood Bank,"Neelikonampalayam, Coimbatore, 641005",Coimbatore,Tamil Nadu,0422 2576122,11.003734,77.038048
Lions Club of Coimbatore Legend Blood Bank Research Centre,"Red Rase Tower No.422 DB Road, R.S. Puram, 641002",Coimbatore,Tamil Nadu,"04222477373, 04222470046",11.005808,76.951074
District Hospital Blood Bank Chamarajanagar,"District Hospital, 577101",Chamarajanagar,Karnataka,08226 222067,11.926773,76.941473
Rotary Tumkur Central Belli Blood Bank,"Khata No. 308/A, 321/A and 303/A/321, Ward No. 13, Opposite Government Hospital, Gandhinagar, 572201",Tumkur,Karnataka,0816 225277,13.3415593,77.1031786
Coimbatore Medical College Hospital Blood Bank,"Trichy Road, Kallimadu, Coimbatore, 641018",Coimbatore,Tamil Nadu,"0422 2301393, 0422 230 0871",10.994861,76.969577
ESI Hospital Blood Bank,"ESI Hospital, Kamarajar Road, Uppilipalayam, Varadharajapuram(P.O), 641015",Varadharajapuram,Tamil Nadu,0422 2300871,11.009114,77.023704
IMA Rotary Midtown Mahaveer Blood Bank,"92, Syrian Church Road, RS Puram, Coimbatore, 641001",Coimbatore,Tamil Nadu,"0422 6513322, 0422 6563322, 0422 247 1824",11.005732,76.960893
Military Hospital Blood Bank,"Military Hospital, Wellington, 643231",Wellington,Tamil Nadu,0423 2200154,11.367257,76.782632
Ramana Gounder Medical Trust Hospital Blood Bank,"Mettupalayam Road, S. F. No. 47 and 48 Thudaiyalur, 34",Coimbatore,Tamil Nadu,"0422 2642488, 0422 2642435",11.07054,76.942457
G. Kuppusamy Naidu Memorial Hospital Blood Bank,"P.B. No. 6327, Nethaji Road, Pappanaickenpalayam,
Coimbatore, 641037",Coimbatore,Tamil Nadu,"0422 4305336, 0422 224 5000",11.01277,76.980509
Kanyakumari Medical Mission CSI Hospital Blood Bank,"CSI Hospital, SH 180,Neyyoor, 629802",Neyoor,Tamil Nadu,04651 222222,8.211518,77.302952
District Hospital Blood Bank Mandya,"District Hospital Premises, 571401",Mandya,Karnataka,0832 224040,12.4279555,76.7010341
District Hospital Blood Bank Tumkur,"Near Town Hall, B.H. Road, Tumkur, 572101",Tumkur,Karnataka,08162 257404,13.339661,77.098414
DSK Hospital Blood Bank,"9 Kathir Nagar, Kangayam Main Road, Kathir Layout Road, Sathyamurthy Nagar, Tiruppur, 641604",Tiruppur,Tamil Nadu,"0421 2422434, 0421 2421350",11.103261,77.369155
Vikarm Hospital Blood Bank,"Vikarm Hospital, No.D5/271/219B and D5/272/1220, 3rd Cross, Ashoka Nagar, 571401",Mandya,Karnataka,08232 402121,12.525089,76.8982
KG Hospital Blood Bank,"5, Government Arts College Road, Coimbatore, 641018",Coimbatore,Tamil Nadu,"0422 2212121, 0422 2212129",11.000435,76.971556
Sri Shridevi Charitable Trust - Sreedevi Institute of Medical Sciences & Research Hospital Blood Bank,"NH-4, Sira Road,Tumkur, 572106",Tumkur,Karnataka,7259033424,13.376281,77.096987
Government Hospital Blood Bank,"Ooty main road, Mettupalayam, Coimbatore, 641301",Coimbatore,Tamil Nadu,04254 272275,11.304849,76.937118
J.C. Voluntary Blood Bank,"Plot No. 5421, II Floor, Narasimha Building, Nisarga Layout, B.H. Road, 572101",Tumkur,Karnataka,08162 272980,13.337779,77.11681
MDC Voluntary Blood Bank,"Khatha No. D5/1045/187, Alahalli Extension, General Hospital Road, Nehrunagar, 571401",Mandya,Karnataka,08232 231665,12.52027,76.899169
Sri Sidhartha Medical College Blood Bank,"Agalakote, B.H.Road, 572102",Tumkur,Karnataka,08162 278867,13.346024,77.057009
PSG Hospital Blood Bank,"Avinashi Road, Kalluri Nagar, Peelamedu, PSG Medical College And Hospital Campus, Coimbatore, 641004",Coimbatore,Tamil Nadu,0422 2570170,11.018766,77.007145
The Coimbatore Bio Medical Services Blood Bank,"No.190A, Bashyakarlu Road East, R.S. Puram, 641002",Coimbatore,Tamil Nadu,0422 2552297,11.014581,76.953349
Kongu Nadu Hospital Private Limited Blood Bank,"336 to 353 Dr. Rajendra Prasad Road, (100 feet Road) 11th St, Tatabad, Coimbatore, 641012",Coimbatore,Tamil Nadu,"0422 4316000, 0422 2494303",11.018134,76.960595
M/S Indian Red Cross Society,"Ramanagar District Branch,
District Hospital Premises,1st Floor, 562117",Ramanagar,Karnataka,080 2727200,12.5418511,77.3404064
Government Head Quarters Hospital Blood Bank,"Government Head Quarters Hospital, Dharapuram Road, Tiruppur, 641607",Tiruppur,Tamil Nadu,0421 2423400,11.076008,77.36898
Vijaya Hospital Blood Bank,"10054/A, 4511/A, 3rd Main Road, 572103",Tumkur,Karnataka,0816 2257762,13.332531,77.096051
Ganga Hospital Blood Bank,"No. 313, Mettupalayam Road, Saibaba Koil, Coimbatore, 641043",Coimbatore,Tamil Nadu,0422 4250000  0422 248 5000,11.025162,76.952501
Swaasam Blood Bank (Run by Any time Blood Voluntary Association),"Shop No. 9/3, Sakthi estate, M. G Road, Avarampalayam, 
Coimbatore, 641006",Coimbatore,Tamil Nadu,N/A,11.024262,76.984656
Government Lawley Hospital Blood Bank,"Government Lawley Hospital, Coonoor, 643102",Coonoor,Tamil Nadu,0423 2231050,11.347494,76.792608
Revathy Medical Centre Blood Bank,"No 10, CKP Layout 4th Floor, Valayankadu Main Road, Kumar Nagar (West) Avinashi Road, Tiruppur, 614603",Thiruppur,Tamil Nadu,0421 4332211,11.120178,77.32933
Harsha Hospital Blood Bank,"No. 193/4, Byraveshwaranagar, Sondekoppa Circle, N.H.4, Bengaluru., 562123",Nelamangala,Karnataka,080 27723695 (Not in use),13.097983,77.38581
RVS Hospital Blood Bank,"242-B, Trichy Rd,Mathiyalagan Nagar,Sulur,, 641402",Coimbatore,Tamil Nadu,"0422 2682942, 0422 2682943",11.028425,77.134135
Holy Cross Hospital Blood Bank,"Kamagere , Kolegala Taluk, Chamaraja Nagar, 571443",Kollegal,Karnataka,08226 263116,12.12938,77.233586
Kuriji Hospital Blood Bank (A Unit of Vangal Amman Health Service Limited),"522/3, Udayampalayam Road, Sowripalayam Post, 641028",Coimbatore,Tamil Nadu,0422 2562744,11.019604,76.994964
Karpagam Hospital Blood Bank,"Pollachi Main Road, Othakkalmandapam, Coimbatore, 641032",Coimbatore,Tamil Nadu,0422 6554443,10.885007,77.008223
Sheela Hospitals Blood Bank,"No. 117, East Power House road, Tatabad,Coimbatore, 641012",Coimbatore,Tamil Nadu,0422 4334500,11.018303,76.960319
Sree Abirami Hospital Private Limited Blood Bank,"No. 33, Madukkarai Road, Sundarapuram, Coimbatore, 641024",Coimbatore,Tamil Nadu,0422 246 6666,10.952537,76.973216
Adichunchanagiri Hospital and Research Centre Blood Bank,"Balagangadharnath Nagar, Bellur, 571418",Mandya,Karnataka,08232 287433,12.966319,76.721027
Government Head quarters Hospital,"Government Head quarters Hospital,Udagamandalam, 643001",Udagamandalam,Tamil Nadu,0423 2446146,11.407951,76.700279
Holy Cross Hospital Blood Bank,691571,Kottiyam,Kerala,0474 2530121,8.861805,76.673304
V. S. M. Hospital Blood Bank,"Building No. XIV/368, Thattarambalam, 690103",Mavelikkara,Kerala,0479 2304222,9.247819,76.521093
Sivagiri SreeNarayana Medical Mission Blood Bank,695141,ThiruvAnanthapuram,Kerala,0470 2602249,8.729608,76.733554
J. S. S. Hospital Blood Bank,"J S S Hospital, Ramanuja Road, 570004",Mysore,Karnataka,0821 2335009,12.29521,76.65607
Sanjoe Hospital Blood Bank,"A. M. Road, 680541",Perumbavoor,Kerala,0484 2522251,10.114174,76.472666
Fellowship Mission Hospital Blood Bank,689547,Kumbanad,Kerala,"0469 2664249, 0469 2664760",9.371495,76.655618
Archana Hospital Blood Bank Pandalam,689501,Pandalam,Kerala,,9.220068,76.679791
District Hospital Blood Bank,"Chinnakada, 691001",Kollam,Kerala,"0474 2768667, 0474 2798999",8.885954,76.585798
Kamakshi Hospital Blood Bank,"1st Floor, New Building of Kamakshi Hospital Premises, Kuvempnagar Mysore, 570009",Mysore,Karnataka,0821 2545981,12.299739,76.623762
Mar Gregorious Diocese Memorial Muthoot Hospital Blood Bank,689626,Devagiri,Kerala,,9.3258,76.539421
District Hospital,"N/A, 678001",Palakkad,Kerala,0491 2534524,10.769198,76.658382
Rotary Mysore Chandrakala Hospital Blood Bank,"Chandrakala Hospital and Institute of Medical Research, Plot &#39;A&#39;, Kalidasa Road, Jayalakshmipuram, 570012",Mysore,Karnataka,0821 4288638,12.325868,76.619519
Malankara Orthodox Syrian Church Medical Mission Hospital Blood Bank,"Adupooty Hills, Kunnamkulam Chowannur Post, 680503",Thrissur,Kerala,04885 222944,9.983303,76.474382
I.M.A.Blood Bank,"Ist Floor, IMA Centre, Ashramam, 691002",Kollam,Kerala,0474 2766551,8.895879,76.593227
Velankanni Matha Hospital Private Limited Blood Bank,"Building No X/387 N, 686016",Thellakam,Kerala,0481 2790920,9.64845,76.549562
B. G. S. Apollo Hospital Blood Bank,"Kantharaj Urs Road, Kuvempunagar, 570010",Mysore,Karnataka,0821 2566666,12.29573,76.632061
Palakkad Blood Bank,"5/373, I Floor, Soorya Enclave, Opposite Palat Hospital,
Civil Station Road, 678001",Palakkad,Kerala,0491 2505066,10.761629,76.655046
K. R. Hospital Blood Bank,"Sayyaji Rao Road, 570010",Mysore,Karnataka,0821 2429800,12.313101,76.649573
Jeevadhara Voluntary Blood Bank,"Aunit of Cauvery Social Services Trust, No.1475, 2nd Floor and 3rd floor, New Sayaji RaoRoad, Mandi Mohalla, 570010",Mysore,Karnataka,0821 2444936,12.315731,76.65103
Century Hospital Blood Bank,"Mulakuzha, 689505",Chenganoor,Kerala,0479 2468710,9.304895,76.63545
M/s. Sanjivani Multispeciality Hospital Blood Bank,"A unit of GIDS Enterprises Private Limited, Alacode, Kollakadavu Post, Cheriyanad, Chengannur, Alappuzha, 690509",Chengannur,Kerala,0479 2350030,9.259447,76.596252
Padmavathy Medical Foundation Blood Bank,"Sasthamkotta Road, 690521",Manakkara,Kerala,0476 2831408,9.053305,76.633027
Pushpagiri Hospital Blood Bank,"Thiruvalla, 689101",Thiruvalla,Kerala,0469 270 0755,9.380994,76.580962
Quilon Medical Trust Blood Bank Kollam,"N.H. Bypass Road, Umayanalloor, 691589",Mylapore,Kerala,"0474 3069999, 0474 2729393",8.875477,76.64364
Mar Baselius Medical Mission Hospital Blood Bank,"NH49, Near Post Office, 686691",Kothamangalam,Kerala,0485 2822203,10.064487,76.622272
Narayana Hrudayalaya - Surgical Hospital Private Limited Blood Bank,"CAH-1, 3rd Phase, Devanur, 570019",Mysore,Karnataka,0821 7122222 (Extn. 2260),12.345086,76.673031
MUM Hospital Blood Bank,686636,Monippally,Kerala,0482 2242222,9.810623,76.576836
Railway Hospital Blood Bank,"Yadavagiri, 570020",Yadavagiri,Karnataka,0821 2517238,12.325712,76.635623
Gudalur Adivasi Hospital Blood Bank (Previously named as Ashwini hospital & under Ashwini trust),"0/147 G7, Kothervayal, Gudalur, Kothervayal, Ashwini Hospital Road, 643212",Gudalur,Tamil Nadu,0426 2261645,11.50223,76.498838
Upasana Hospital Blood Bank,"Cantonment, North Ward, 691001",Kollam,Kerala,04742 762888,8.891151,76.600269
Devamatha Hospital Blood Bank,686662,Koothattukulam,Kerala,0485 2252271,9.866189,76.594952
Holdsworth Memorial Mission Hospital Blood Bank,"Mandimohalla, 570021",Mysore,Karnataka,0821 2521650,12.316416,76.650574
Thiruvalla Medical Mission Hospital Blood Bank,"Post Box No. 74, 689101",Thiruvalla,Kerala,"0469 2626096, 0469 2626000, 0469 2626262",9.393924,76.578423
Bassappa Memorial Hospital Blood Bank,"22/B, Vinoba Road, Jayalakshmipuram, 570012",Mysore,Karnataka,0821 2511671,12.320811,76.62005
Rotary Blood Bank,"Mangad Building, 686001",Kottayam,Kerala,0481 2567403,9.593201,76.521811
Cauvery Hospital Blood Bank,"No.42/2B, 2C, Teresian College Circle, Siddarth Nagar, 570011",Mysore,Karnataka,0821 2425000,12.30509,76.695813
Vikram Hospital and Heart Centre Blood Bank,"346, Vivekananda Road, Yadavagiri, 570020",Mysore,Karnataka,0821 2412121,12.32354,76.638119
S. H. Medical Centre Blood Bank,"Nagampadam, 686001",Nagampadam,Kerala,0481 2562240,9.594305,76.529494
Holy Ghost Mission Hospital Blood Bank,"Muttuchira, 686613",Muttuchira,Kerala,0482 9283202,9.757246,76.499785
Medical College Hospital Blood Bank,"Gandhi Nagar S.O, 686008",Kottayam,Kerala,0481 2592220,9.631991,76.5188
S.N.Trust Medical Mission Sankar Memorial Hospital Blood Bank,"Kollam, 691001",Kollam,Kerala,0474 3918424,8.889845,76.598524
Little Lourde Mission Hospital Blood Bank,686752,Kidangoor,Kerala,0482 2254156,9.683538,76.612118
Caritas Hospital Blood Bank,"M. C. Road, 686630",Thellakom,Kerala,"0481 2790025, 0481 2790029",9.645257,76.549907
Believers Church Medical College Hospital Blood Bank,"M/s. Believers Quarters Theological Seminary Building Number, XXXII/402(7), Kuttapuzha Post, Pathanamthitta, 689103",Pathanamthitta,Kerala,0469 3023100,9.416683,76.575292
Nuveen Medical Relief and research Foundation Blood Bank,"St.Joseph SH-17, 331/1, L176/2, Bannimantap, 570015",Mysore,Karnataka,0821 2496688,12.3410708,76.6531589
District Hospital Blood Bank,686002,Kottayam,Kerala,0481 2563611,9.590064,76.526019
Nirmala Medical Center Blood Bank,"Kizhakkekara, 686661",Moovattupuzha,Kerala,0485 2835343,9.982197,76.585123
M/s. Bharath Charitable Hospital Society Blood Bank,"Azad Lane, Kottayam, 686001",Kottayam,Kerala,0481 2582947,9.589306,76.519311
Cosmopolitan Hospitals Private Hospital Blood Bank,695004,Thiruvananthapuram,Kerala,0471 2521188,8.515748,76.935768
Menathottam Hospital Blood Bank,"Angadi, Ranni, 689673",Ranni,Kerala,04735 226227,9.381963,76.77424
Government Hospital Blood Bank,"Government Hospital, VOC Street, Udumalpet, 642126",Udumalpet,Tamil Nadu,04252 220092,10.583823,77.247247
Government Hospital Blood Bank,"Government Hospital, NH209,Mahalingapuram,Udumalpet Road,Pollachi, 642001",Pollachi,Tamil Nadu,04259 229322,10.658046,77.009584
I. M. A. Blood Bank Society,"Thodupuzha Town Road, 685584",Thodupuzha,Kerala,"0486 2329400, 0486 2221237",9.894113,76.708945
Bensam Hospital Blood Bank,"Kalliancaud, NH 66, Nagercoil, 629003",Nagercoil,Tamil Nadu,"04652 232532, 04652 232533, 04652 232534, 04652 232535",8.189676,77.412207
Dr. Somervel CSI Mission Hospital Blood Bank,695504,Karakkonam,Kerala,0471 2250506,8.391475,77.173573
Sri Chitra Thirunal Institute of Medical Science and Technology Blood Bank,"Chalakkuzhi, 695011",ThiruvAnanthapuram,Kerala,"0471 2524477, 0471 2524406",8.521055,76.926493
Regional Cancer Centre Blood Bank,"Medical College Campus, 695011",ThiruvAnanthapuram,Kerala,"0471 2443128, 0471 2522222",8.520478,76.924243
Poyanil Hospital Blood Bank,"Kozhencherry, Pathanamthitta, 689546",Kozhencherry,Kerala,0468 2310600,9.336697,76.707947
Kanya Blood Bank,"No.173 A/1, K.P. Road, Ramavarmapuram, Nagercoil",Nagercoil,Tamil Nadu,"04652 279850, 04652 273951",8.17554,77.429731
Holy Family Hospital Blood Bank,"Muthalakodam, 686505",Thodupuzha,Kerala,04862 222231,9.912319,76.733924
Udumalpet Indian Medical Association Rotary Blood Bank,"UKP-IMA Building, K.P.N. Nagar Gandhinagar Post, Udumalpet, 642154",Udumalpet,Tamil Nadu,04252 226458,10.586364,77.255039
Morning Star Medical Centre Blood Bank,"Nazareth Hill, 685561",Adimali,Kerala,04864 222114,10.011876,76.958497
Saint Joseph Hospital Blood Bank,"Pathanapuram, 691306",Pathanapuram,Kerala,0475 2352333,8.950688,76.917924
M/s. Employee&#39;s State Insurance Corporation (ESIC) Blood Bank,"Medical College Hospital, Diagnostic Block, Building No. KP / VI/ 952 - H, Paripally, Kollam, 691574",Paripally,Kerala,9447266839,8.81078,76.749075
Mundakkayam Medical Trust (M.M.T.) Hospital Blood Bank,686513,Mundakayam,Kerala,04869 280356,9.535157,76.908953
Holy Cross Hospital Blood Bank,"Adoor, 691523",Adoor,Kerala,04734 2282466,9.161659,76.724452
Azeezia Medical College Blood Bank,"Meeyanoor Road, 691537",Meeyannoor,Kerala,0474 3069200,8.889894,76.739784
Karuna Medical College Hospital Blood Bank,"IV/931, Vilayodi, Chittur, 678103",Alathur,Kerala,04923 221792,10.680366,76.775773
Saint Joseph Hospital Blood Bank,"Anchal Post, 691306",Anchal,Kerala,"0475 2271341, 0475 2271342",8.929263,76.91794
Mary Queens Mission Hospital Blood Bank,"Erumely Road, 686518",Kanjirappally,Kerala,0482 8202460,9.558106,76.813888
Sree Mookambika Institute Medical Science Blood Bank,"14-9C 15, Ist Floor, Medical College Hospital Building, Padanilam, Kulasekaram, 629161",Kanyakumari,Tamil Nadu,04651 2788250,8.361102,77.292365
Pollachi Blood Bank Services,"No : 6, Kanitha methai Ramaujam Street, Venkatesa Colony, Pollachi, 642001",Pollachi,Tamil Nadu,04259 223414,10.665479,77.007079
Women and Children Hospital Blood Bank,"Thycaud, 695014",ThiruvAnanthapuram,Kerala,0471 2323457,8.487383,76.956904
Sree Gokulam Medical College and Research Foundation Blood Bank,"Aalamthara-Bhoothamadakki Road, 695607",Venjaramoodu,Kerala,0472 3041234,8.692755,76.914675
Kerala Institute of Medical Sciences Blood Bank,"Anayara, ThiruvAnanthapuram, 695029",ThiruvAnanthapuram,Kerala,0471 3041222,8.513628,76.909544
Taluk Head Quarter Hospital Blood Bank,695304,Chiryinkil,Kerala,0470 2646565,8.661363,76.786533
Superior Blood Bank,"Gandhari Amman Koil Street, 695001",Thiruvananthapuram,Kerala,0471 2334456,8.4935113,76.9474123
S U T Royal Hospital Blood Bank,"Kochullur, 695011",Trivandrum,Kerala,0471 4177777,8.516322,76.940358
District Hospital Blood Bank,685603,Painavu,Kerala,0486 2232474,9.848086,76.960597
Medical College Hospital Blood Bank,695011,Thiruvananthapuram,Kerala,0471 2528230,8.604603,76.93258
Government Head Quarters Hospital Blood Bank,"Padmanabhapuram, Thuckalay, Kanyakumari, 629175",Kanyakumari,Tamil Nadu,04651 256023,8.247696,77.313237
